Key,russian
ulmDoorSciFi04Locked,"Запертые взрывостойкая дверь"
ulmDoorSciFi04LockedDesc,"Только редактирование POI. Размеры (ДхШхВ): [decea3]3x3x3[-]"
ulmDoorSciFi04Powered,"Раздвижная взрывостойкая дверь с приводом"
ulmDoorSciFi04PoweredBlueprint,"Раздвижная взрывостойкая дверь с приводом"
ulmDoorSciFi04PoweredDesc,"Очень прочная взрывостойкая дверь. Требует электричество. Размеры (ДхШхВ): [decea3]3x3x3[-]"
ulmDoorWoodDoubleVariantHelper,"Деревянная сдвоенная дверь"
ulmDoorWoodVariantHelper,"Деревянная дверь"
ulmDrinkPlasticBottleBeer,"Пиво (бутылка)"
ulmDrinkPlasticBottleBeerDesc,"[decea3]300%[-] Урон кулаком в ближнем бою\n[decea3]50%[-] Увеличение  восстановления выносливости\nУстойчивость к оглушению."
ulmDrinkPlasticBottleBoiledWater,"Пресная вода (бутылка)"
ulmDrinkPlasticBottleBoiledWaterDesc,"Утоляет жажду"
ulmDrinkPlasticBottleCoffee,"Кофе (бутылка)"
ulmDrinkPlasticBottleCoffeeDesc,"Кофе поддерживает вашу выносливость и помогает вам согреться."
ulmDrinkPlasticBottleEmpty,"Пустая бутылка"
ulmDrinkPlasticBottleEmptyDesc,"Можно использовать для переноса воды.\n[decea3]Вы не можете набирать воду из рек, озер или бассейнов, она слишком токсична, чтобы использовать ее для чего-либо.[-]"
ulmDrinkPlasticBottleHoney,"Мёд (бутылка)"
ulmDrinkPlasticBottleHoneyDesc,"Мед - одно из чудес матери-природы. Он придает вам энергию, приятен на вкус и может помочь в борьбе с ранними стадиями инфекции и пневмонии.\n(Не является мгновенным лекарством)"
ulmDrinkPlasticBottleMineralWater,"Минеральная вода (бутылка)"
ulmDrinkPlasticBottleMineralWaterDesc,"Чистая минеральная вода полезна для вашего пищеварения и утоляет жажду на довольно продолжительное время. При нагрузках вам не так быстро захочется есть и пить."
ulmDrinkPlasticBottleRiverWater,"Мутная вода (бутылка)"
ulmDrinkPlasticBottleRiverWaterDesc,"Не рекомендуется для употребления без очистки."
ulmFluorescentLightBrokenPlayer,"Сломанный светильник"
ulmFluorescentLightPlayer,"Светильник"
ulmGunKineticAssaultRifleAug1,"AUG-1"
ulmGunKineticAssaultRifleAug1Desc,"Имея относительно небольшой профиль, эта винтовка для коротких дистанций доказала свою полезность в течение многих лет, однако дизайн слегка устарел."
ulmGunKineticAssaultRifleFamas1,"FAR-1"
ulmGunKineticAssaultRifleFamas1Desc,"Короткий ствол делает его очень полезным в ближнем бою, однако он использует патроны меньшего калибра, чем традиционные штурмовые винтовки."
ulmGunKineticMicroSmg,"Микро-ПП(УЗИ)"
ulmGunKineticMicroSmgDesc,"Маленький и очень компактный ПП, по размеру близкий к пистолету, но способный осыпать врагов пулями с высокой скорострельностью."
ulmGunKineticMinigun,"Миниган"
ulmGunKineticMinigunDesc,"Будьте осторожны с нажатием курка, патроны расходуются очень быстро."
ulmGunKineticPistolColt,"Кобра"
ulmGunKineticPistolColtDesc,"Надежное полуавтоматическое классическое крупнокалиберное оружие."
ulmGunKineticPistolDesertEagle,"Пустынный богомол"
ulmGunKineticPistolDesertEagleDesc,"Если вам нужен самозарядный полуавтоматический пистолет с самым крупным калибром, то этот пистолет для вас."
ulmGunKineticPistolGlock,"Голконда"
ulmGunKineticPistolGlockDesc,"Надежный полуавтоматический пистолет с полимерной рамкой и магазином повышенной емкости."
ulmGunKineticPistolMakarov,"Бродяга"
ulmGunKineticPistolMakarovDesc,"Компактный и легкий малокалиберный пистолет. Хорошее начальное оружие для самообороны."
ulmGunKineticPistolScrap1,"Пистолет из хлама"
ulmGunKineticPistolScrap1Blueprint,"Пистолет из хлама"
ulmGunKineticPistolScrap1BlueprintDesc,"Инструкция как собрать [decea3]Пистолет из хлама[-]."
ulmGunKineticPistolScrap1Desc,"Собран их подножного мусора... Большая удача что он не разлетается при выстреле."
ulmGunKineticPistolScrap2,"Пистолет из лома"
ulmGunKineticPistolScrap2Blueprint,"Пистолет из лома"
ulmGunKineticPistolScrap2BlueprintDesc,"Инструкция как собрать [decea3]Пистолет из лома[-]."
ulmGunKineticPistolScrap2Desc,"Он прочнее, чем кажется, даже несмотря на то, что сделан из кучи металлических обрезков."
ulmGunKineticR90,"R90"
ulmGunKineticR90Desc,"Маленький и очень компактный пистолет-пулемет с уникальным вместительным магазином."
ulmGunKineticRevolverBugert9mm,"Барсук-9"
ulmGunKineticRevolverBugert9mmDesc,"Очень компактный револьвер калибра 9мм. Идеальное оружие для скрытого ношения."
ulmGunKineticRevolverBugert38Cal,"Барсук-.44"
ulmGunKineticRevolverBugert38CalDesc,"Очень компактный револьвер .44 калибра. Идеальное оружие для скрытого ношения."
ulmGunKineticRocketLauncherAT4,"ATRL-1 Стингер"
ulmGunKineticRocketLauncherAT4Desc,"Стандартная переносная неуправляемая ракетная установка военного класса"
ulmGunKineticRocketLauncherM202,"INCL-4 Хеллфайр"
ulmGunKineticRocketLauncherM202Desc,"Портативная ракетная установка военного образца с 4 стволами для шквально огня."
ulmGunKineticShotgunEnforcer,"Правоохранитель"
ulmGunKineticShotgunEnforcerDesc,"Длинноствольное ружье с помповым зарядным механизмом"
ulmGunKineticShotgunPeacekeeper,"Миротворец"
ulmGunKineticShotgunPeacekeeperDesc,"Инструмент поддержания справедливости и мира с помощью огневой мощи."
ulmGunKineticShotgunPumpBM4,"Мститель"
ulmGunKineticShotgunPumpBM4Desc,"Дробовик военного образца с повышенной прочностью."
ulmGunKineticShotgunScrap,"Дробовик из хлама"
ulmGunKineticShotgunScrapBlueprint,"Дробовик из хлама"
ulmGunKineticShotgunScrapBlueprintDesc,"Схема изготовления [decea3]дробовика из хлама[-]."
ulmGunKineticShotgunScrapDesc,"Всё еле держится зато использует обычные патроны дробовика, менее эффективен"
ulmGunKineticSniperRifleM1A,"Винтовка Рейнджера"
ulmGunKineticSniperRifleM1ADesc,"Несмотря на то, что она устарела и была снята с производства несколько десятилетий назад, она долгое время оставалась в эксплуатации благодаря простоте использования и надежности."
ulmGunKineticUMP,"УМП"
ulmGunKineticUMPDesc,"Маленький, доступный и компактный универсальный пистолет-пулемет."
ulmGunMagbowCamo,"Арбалет Валькирии"
ulmGunMagbowCamoDesc,"Высококлассный рекурсивный арбалет."
ulmGunPlasmaPistol,"Плазменный пистолет"
ulmGunPlasmaPistolDesc,"Без описания"
ulmGunPlasmaSubMachineGun,"Плазменный ПП"
ulmGunPlasmaSubMachineGunDesc,"Исключительная останавливающая сила у вас под рукой!"
ulmGunPulseLaserPistolBlack,"Импульсно-лазерный пистолет"
ulmGunPulseLaserPistolBlackDesc,"Без описания"
ulmJunkAlarmClock,"Будильник"
ulmJunkAlarmClockDesc,"Похоже, что он давно перестал работать."
ulmJunkAshTray,"Стеклянная пепельница"
ulmJunkAshTrayDesc,"Пепельница из стекла."
ulmJunkBaseball,"Бейсбольный мяч"
ulmJunkBaseballDesc,"Обычный старый бейсбольный мяч. Ничего особенного в нем нет. Интересно, может быть, кому-то будет интересно обменять его."
ulmJunkBaseballGlove,"Бейсбольная перчатка"
ulmJunkBaseballGloveDesc,"Старая бейсбольная перчатка из кожи."
ulmJunkBasketball,"Старый баскетбол"
ulmJunkBasketballDesc,"На его задней части есть большое отверстие."
ulmJunkBearSkull,"Медвежий череп"
ulmJunkBearSkullDesc,"Костяной порошок можно получить, разобрав его на кусочки. Костяной порошок используется для изготовления клея."
ulmJunkBlanket,"Одеяло"
ulmJunkBlanketBloody,"Окровавленное одеяло"
ulmJunkBlanketBloodyDesc,"Кровь впиталась довольно основательно. Сомнительно, что ее можно отмыть, не говоря уже о зловонии гнилой плоти, исходящем от нее."
