Key,russian
ulmResourceDuneRunnerWheelSchematic,"[B2DFFF]Схема колеса багги[-]"
ulmResourceDuneRunnerWheelSchematicDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает XP при использовании."
ulmResourceDyeBeige,"Красящий порошок, бежевый"
ulmResourceDyeBeigeDesc,"Используется при окрашивании одежды или создания бежевой краски."
ulmResourceDyeBlack,"Красящий порошок, Черный"
ulmResourceDyeBlackDesc,"Используется при окрашивании одежды или создания Черной краски."
ulmResourceDyeBlue1,"Красящий порошок, Светло-синий"
ulmResourceDyeBlue1Desc,"Используется при окрашивании одежды или создания Светло-синей краски."
ulmResourceDyeBlue2,"Красящий порошок, Сланцево-синий"
ulmResourceDyeBlue2Desc,"Используется при окрашивании одежды или создания Сланцево-синей краски."
ulmResourceDyeBlue3,"Красящий порошок, Тёмно синий"
ulmResourceDyeBlue3Desc,"Используется при окрашивании одежды или создания Тёмно синей краски."
ulmResourceDyeBrown,"Красящий порошок, Светло-коричневый"
ulmResourceDyeBrownDesc,"Используется при окрашивании одежды или создания Светло-коричневый краски."
ulmResourceDyeGreen,"Красящий порошок, Лесной зеленый"
ulmResourceDyeGreenDesc,"Используется при окрашивании одежды или создания краски цвета Лесной зеленый."
ulmResourceDyeOrange,"Красящий порошок, Оранжевый"
ulmResourceDyeOrangeDesc,"Используется при окрашивании одежды или создания Оранжевой краски."
ulmResourceDyeRed,"Красящий порошок, Красный"
ulmResourceDyeRedDesc,"Используется при окрашивании одежды или создания Красной краски."
ulmResourceDyeWhite,"Красящий порошок, Белый"
ulmResourceDyeWhiteDesc,"Используется при окрашивании одежды или создания Белой краски."
ulmResourceDyeYellow,"Красящий порошок, Желтой"
ulmResourceDyeYellowDesc,"Используется при окрашивании одежды или создания Желтой краски."
ulmResourceElectronicCircuitboard,"Плата"
ulmResourceElectronicCircuitboardDesc,"Используется в продвинутых рецептах."
ulmResourceElectronicComponents,"Электронные компоненты"
ulmResourceElectronicComponentsDesc,"Основные блоки современной электроники, такие как предохранители, переключатели, диоды, транзисторы, конденсаторы, резисторы, микросхемы и т.д."
ulmResourceElectronicCopperCoil,"Медная катушка"
ulmResourceElectronicCopperCoilDesc,"Ключевой компонент большинства электродвигателей и сервоприводов"
ulmResourceElectronicDiode,"Диод"
ulmResourceElectronicDiodeDesc,"Очень простой светодиод. Используется в электронике."
ulmResourceElectronicFuse,"Предохранитель"
ulmResourceElectronicFuseDesc,"Используется в электронике."
ulmResourceElectronicInsulator,"Изолятор"
ulmResourceElectronicInsulatorDesc,"электрический изолятор из керамических компонентов, позволяющий регулировать протекание тока под действием электрического поля."
ulmResourceElectronicLCDScreen,"ЖК-экран"
ulmResourceElectronicLCDScreenDesc,"Очень простой ЖК-экран с низким разрешением."
ulmResourceElectronicMicrochip,"Микрочип"
ulmResourceElectronicMicrochipDesc,"Используются в большинстве электронных компонентов; в зависимости от типа чипа они могут использоваться для обработки информации, инструкций или хранения данных."
ulmResourceElectronicResistor,"Резистор"
ulmResourceElectronicResistorDesc,"Одним из способов снижения напряжения на электрических компонентах является использование резисторов."
ulmResourceElectronicSwitch,"Выключатель"
ulmResourceElectronicSwitchDesc,"Очень простой электрический переключатель для включения или выключения электрических компонентов внутри электрического устройства."
