Key,English
skillTreeKnucklesStunDesc,"[decea3]{0}[-] increased chance to Stun Targets using Fist Weapons\n[decea3]{1}[-] increased chance to knockdown Target using Fist Weapons"
skillTreeClubDamageDesc,"[decea3]{0}[-] increased Club Weapon Physical Damage"
skillTreeClubDamageComboDesc,"[decea3]{0}[-] successive hits with Clubs cause the last hit to deal additional [decea3]{1}[-] Physical Damage"
skillTreeClubKnockdownDesc,"[decea3]{0}[-] additional Physical Damage to Stunned Targets while using Clubs\n[decea3]{1}[-] increased chance to knock down enemies"
skillTreeSledgeDamageDesc,"[decea3]{0}[-] increased Sledgehammer Physical Damage"
skillTreeSledgeKnockdownDesc,"[decea3]{0}[-] increased chance for Sledgehammer Power Attacks to Knock Down Targets\n[decea3]{1}[-] increased chance to knock down nearby Targets"
skillTreeBladeDamageDesc,"[decea3]{0}[-] increased Blade Weapon Physical Damage"
skillTreeBladeDeepCutsDesc,"[decea3]{0}[-] Max Bleeding Wounds on Targets using Blade Weapons\n[decea3]{1}[-] chance to cause a Bleeding Wound on Glancing Blows\n[decea3]{2}[-] Additional Bleeding Wound with Power Attack\n[decea3]{3}[-] reduced Target run speed with Bleeding Wounds"
skillTreeSpearDamageDesc,"[decea3]{0}[-] increased Polearm Physical Damage"
skillTreeSpearArmorReductionDesc,"[decea3]{0}[-] to Polearm Target Armor Reduction"
skillTreeBatonDamageDesc,"[decea3]{0}[-] increased Baton Physical Damage"
skillTreeBatonStunDesc,"[decea3]{0}[-] increased Stun Duration of Stun Batons"
skillTreeMeleeAndAimStaminaUseDesc,"[decea3]{0}[-] decreased stamina consumption while using Melee Weapons\n[decea3]{1}[-] decreased stamina consumption while aiming with Ranged Weapons"
skillTreeRangedDamageDesc,"[decea3]{0}[-] increased Ranged Physical Damage"
skillTreeRangedArmorReductionDesc,"[decea3]{0}[-] to Ranged Weapon Target Armor Reduction"
skillTreeFirearmHandlingDesc,"[decea3]{0}[-] increased Firearm Fire Rate and Handling"
skillTreeFirearmRunAndGunDesc,"[decea3]{0}[-] increased Hip Fire Accuracy\n[decea3]{1}[-] reduced movement penalty when reloading"
skillTreeArcheryHandlingDesc,"[decea3]{0}[-] improved Bow and Crossbow Aim, Draw and Reload Speed"
skillTreeArcheryDamageDesc,"[decea3]{0}[-] increased Bow and Crossbow Physical Damage"
skillTreePistolDamageDesc,"[decea3]{0}[-] increased Pistol Physical Damage"
skillTreePistolHandlingDesc,"[decea3]{0}[-] improved Pistol Fire Rate and Reload Speed"
skillTreePistolTrippleTapDesc,"[decea3]{0}[-] successive hits with Pistols in a short time cause the last shot to deal additional [decea3]{1}[-] Physical Damage"
skillTreeShotgunDamageDesc,"[decea3]{0}[-] increased Shotgun Physical Damage"
skillTreeShotgunHandlingDesc,"[decea3]{0}[-] improved Shotgun Fire Rate and Reload Speed"
skillTreeShotgunStun1Desc,"Attacks with Shotgun stun enemies for [decea3]{0}[-] seconds"
skillTreeShotgunStun2Desc,"Attacks with Shotgun stun enemies for additional [decea3]{0}[-] seconds"
skillTreeShotgunStun3Desc,"Attacks with Shotgun stun enemies for additional [decea3]{0}[-] seconds.\n[decea3]Leg shots with Shotguns cripple opponents[-]"
skillTreeSniperDamageDesc,"[decea3]{0}[-] increased Sniper Rifle Physical Damage"
skillTreeSniperDeadEyeDesc,"[decea3]{0}[-] decreased stamina consumption while aiming with Sniper Rifles\nSuccessive kills can trigger up to [decea3]{1}[-] more kill streak bonus damage"
skillTreeSniperHandlingDesc,"[decea3]{0}[-] improved Sniper Rifle Aim and Reload Speed"
skillTreeSniperPenetrationDesc,"[decea3]{0}[-] to Sniper Rifle Target Penetration"
skillTreeMachineGunDamageDesc,"[decea3]{0}[-] increased Machine Gun Physical Damage"
skillTreeMachineGunHandlingDesc,"[decea3]{0}[-] improved Machine Gun Handling, Aim and Reload Speed"
skillTreeMachineGunCommandoDesc,"Recover [decea3]{0}[-] Stamina on each successful shot using Machine Guns"
skillTreeSubmachineGunDamageDesc,"[decea3]{0}[-] increased Submachine Gun Physical Damage"
skillTreeSubmachineGunHandlingDesc,"[decea3]{0}[-] improved Machine Gun Handling, Aim and Reload Speed"
skillTreeExplosiveDamageDesc,"[decea3]{0}[-] increased Rocket Launcher and Explosive Physical Damage"
skillTreeExplosiveHandlingDesc,"[decea3]{0}[-] improved Rocket Launcher and Explosive Handling and Dismemberment Chance\n[decea3]{1}[-] improved Rocket Launcher Reload Speed"
skillTreeTurretDamageDesc,"[decea3]{0}[-] increased Portable Turret Physical Damage"
skillTreeTurretHandlingDesc,"[decea3]{0}[-] increased Ranged Portable Turret Fire Rate\n[decea3]{1}[-] increased Melee Portable Turret Attack Speed"
skillTreeTurretReloadDesc,"[decea3]{0}[-] increased Ranged Portable Turret Reload Speed"
skillTreeTurretRangeDesc,"Increased Portable Turret active Range by [decea3]{0}[-]"
skillTreeTurretMagazineSizeDesc,"Increased Ranged Portable Turret Magazine Size by [decea3]{0}[-] rounds"
skillTreeTurretCountDesc,"[decea3]{0}[-] to maximum number of allowed active Portable Turrets"
skillTreeElectricalTrapXPDesc,"[decea3]{0}[-] increased Experience Gained from Electrical Trap kills"
skillTreeCarryWeightBaseDesc,"[decea3]{0}[-] to Inventory Carry Limit"
skillTreeCarryWeightDesc,"[decea3]{0}[-] to Inventory Carry Limit"
skillTreeInfiltratorDesc,"[decea3]{0}[-] increased delay timer when setting off Land Mines\n[decea3]{1}[-] decreased damage taken from Land Mines"
skillTreeInfiltrator3Desc,"[decea3]{0}[-] increased delay timer when setting off Land Mines\n[decea3]{1}[-] decreased damage taken from Land Mines\n[decea3]Can pick up Land Mines[-]"
skillTreeMaxFoodWaterDesc,"[decea3]{0}[-] to Maximum Food/Water"
skillTreeMaxStaminaDesc,"[decea3]{0}[-] increased Maximum Stamina"
skillTreeMaxStaminaCardioDesc,"[decea3]{0}[-] increased Maximum Stamina\n[decea3]{1}[-] increased stamina regeneration speed when sprinting"
skillTreeDoubleJumpDesc,"[decea3]{0}[-] decreased Jumping Stamina use\n[decea3]{1}[-] distance increased for safe fall\n[decea3]Enables Double Jump[-]"
skillTreeDoubleJump2Desc,"[decea3]{0}[-] decreased Jumping Stamina use\n[decea3]{1}[-] decreased Double Jump Stamina use\n[decea3]{2}[-] increased Double Jump Height\n[decea3]{3}[-] increased safe fall distance"
skillTreeDoubleJump3Desc,"[decea3]{0}[-] decreased Jumping Stamina use\n[decea3]{1}[-] decreased Double Jump Stamina use\n[decea3]{2}[-] increased Double Jump Height\n[decea3]{3}[-] increased safe fall distance\n[decea3]Never get a broken leg from falling[-]"
skillTreeDoubleJump4Desc,"[decea3]{0}[-] decreased Jumping Stamina use\n[decea3]{1}[-] decreased Double Jump Stamina use\n[decea3]{2}[-] increased Double Jump Height\n[decea3]{3}[-] increased safe fall distance\n[decea3]Never get a sprained or broken leg from falling[-]"
skillTreeStealthDesc,"While Crouching:\n[decea3]{0}[-] increased Crouch speed\n[decea3]{1}[-] decreased action noise level\n[decea3]{2}[-] increased stealth effectiveness in low light\n[decea3]{3}[-] decreased Alerted Target search duration"
skillTreeSneakDamageDesc,"[decea3]{0}[-] increased Sneak Attack Physical Damage\n[decea3](Does not affect Great Swords, Great Axes or Sledgehammers)[-]"
skillTreeMetabolismDesc,"[decea3]{0}[-] decreased speed of food and water loss"
skillTreeConsumableDurationDesc,"[decea3]{0}[-] increased duration of Consumable effects"
skillTreeHoldBreathDesc,"[decea3]{0}[-] to Maximum Food/Water\n[decea3]{1}[-] increased underwater diving duration\n[decea3]{2}[-] reduced chance of Dysentery when using consumables"
skillTreeHunterDesc,"[decea3]{0}[-] to Maximum Food/Water\n[decea3]{1}[-] increased amount of resources gathered from animals with Bladed Tools"
skillTreeHealingDesc,"Recover [decea3]{0}[-] Health every second while not very hungry or thirsty\n[decea3]{1}[-] increased Critical Injury healing speed"
skillTreeMedicDesc,"[decea3]{0}[-] increased healing effectiveness of medical healing items\n[decea3]{1}[-] increased gained EXP from medical healing items"
skillTreeFastLearnerDesc,"[decea3]{0}[-] increased Experience gain from kills"
skillTreeLockPickingDesc,"[decea3]{0}[-] to Lockpicking\n[decea3]{1}[-] increased Bobby Pin and Lockpick Durability"
skillTreeSalvagerDesc,"[decea3]{0}[-] increased Salvage Tool Physical Damage\n[decea3]{1}[-] increased efficiency of retrieving resources while Harvesting Salvageable Objects using Salvage Tools"
skillTreeButcherDesc,"[decea3]{0}[-] increased amount of resources gathered from animals with Bladed Tools"
skillTreeDroneCargoDesc,"[decea3]{0}[-] increased Drone Inventory Carry Weight Limit"
skillTreeCharismaRegenDesc,"[decea3]{0}[-] increased Health Regeneration for nearby Allies and Party Members"
skillTreeCharismaDamageDesc,"[decea3]{0}[-] increased Damage for nearby Allies and Party Members"
skillTreeCharismaResistanceDesc,"[decea3]{0}[-] increased Physical Resistance for nearby Allies and Party Members"
skillTreeCharismaLootDesc,"[decea3]{0}[-] increased Loot for nearby Allies and Party Members"
skillTreeCharismaAttributesDesc,"[decea3]{0}[-] to all Attributes for nearby Allies and Party Members"
skillTreeTradingDesc,"[decea3]{0}[-] better prices when Buying or Selling from Traders"
skillTreeTraderStageDesc,"[decea3]{0}[-] trader level"
skillTreeDiplomatDesc,"[decea3]{0}[-] better prices when Buying or Selling from Traders\n[decea3]{1}[-] more Dukes for completing Missions"
skillTreeQuestRewardDukesDesc,"[decea3]{0}[-] more Dukes for completing Missions"
skillTreeQuestRewardCountDesc,"[decea3]{0}[-] more Dukes for completing Missions\n[decea3]{1}[-] Additional mission Reward"
skillTreeHealthBaseDesc,"[decea3]{0}[-] to Maximum Health"
skillTreeFarmerDesc,"[decea3]{0}[-] Farm Plot crafting cost"
skillTreeForagerDesc,"[decea3]{0}[-] Chance to harvest an additional plant\nIncreased harvesting area by [decea3]{1}[-] while using a Sickle or Scythe"
skillTreeLooting05Desc,"[decea3]{0}[-] to Loot Stage\n[decea3]{1}[-] increased looting speed when opening Untouched Containers"
skillTreeLooting10Desc,"[decea3]{0}[-] increased Loot Stage\n[decea3]{1}[-] increased looting speed when opening Untouched Containers"
skillTreeLooting15Desc,"[decea3]{0}[-] increased Loot Stage\n[decea3]{1}[-] increased looting speed when opening Untouched Containers"
skillTreeTreasureHunterDesc,"[decea3]{0}[-] increased item quantity in buried treasure\n[decea3]{1}[-] smaller Buried Treasure Search Area"
skillTreeTreasureLoot1Desc,"[decea3]{0}[-] increased item quantity in buried treasure\nYou can additionally find [decea3]{1} Old Cash[-] in buried treasures"
skillTreeTreasureLoot2Desc,"[decea3]{0}[-] increased item quantity in buried treasure\nYou can additionally find [decea3]{1} Duke's Casino Tokens[-] in buried treasures"
skillTreeTreasureLoot3Desc,"[decea3]{0}[-] increased item quantity in buried treasure\nYou can additionally find [decea3]Armor, Weapons, Rare Ore[-] or [decea3]Superior Parts[-] in buried treasures"
skillTreeTrackAnimalsSmallDesc,"Track small game like rabbits, snakes or chickens. They are marked on your compass and map"
skillTreeTrackAnimalsMediumDesc,"Track medium game like deer, boars, wolves and coyotes"
skillTreeTrackAnimalsLargeDesc,"Track big game like mountain lions and bears"
skillTreeResistDamageDesc,"[decea3]{0}[-] increased Physical Damage Resistance\n[decea3]{1}[-] increased Stun Resistance"
skillTreeResistWeatherDesc,"[decea3]{0}[-] increased Heat and Cold Resistance\n[decea3]{1}[-] reduced food and water depletion when cold or overheated"
skillTreeHealth05Desc,"[decea3]{0}[-] to Maximum Health"
skillTreeArmorLightDesc,"[decea3]{0}[-] reduced Light Armor durability loss"
skillTreeArmorMediumDesc,"[decea3]{0}[-] reduced Medium Armor durability loss\n[decea3]{1}[-] reduced Medium Armor movement penalty\n[decea3]{2}[-] reduced Medium Armor stamina penalty"
skillTreeArmorHeavyDesc,"[decea3]{0}[-] reduced Heavy Armor durability loss\n[decea3]{1}[-] reduced Heavy Armor movement and stamina penalty"
skillTreeMithridatismDesc,"[decea3]{0}[-] increased Poison Resistance\n[decea3]{1}[-] reduced poison build up speed\n[decea3]{2}[-] increased recovery speed using antidotes"
ulmBookFiremansAlmanac1Desc,"[decea3]+10%[-] Axe Entity Damage"
ulmBookFiremansAlmanac2Desc,"Negates the negative effects when using [decea3]Fireman's Blade[-] Mod for Axes"
ulmBookFiremansAlmanac3Desc,"[decea3]5%[-] increased Attack Speed with Axes"
ulmBookFiremansAlmanac4Desc,"Molotov Cocktail burn effect lasts [decea3]20%[-] longer"
ulmBookFiremansAlmanac5Desc,"[decea3]25%[-] reduced chance to be lit on fire"
ulmBookFiremansAlmanac6Desc,"[decea3]+10%[-] damage dealt to Coal and Burnt Wood"
ulmBookFiremansAlmanac7Desc,"[decea3]25%[-] reduced collision damage to vehicles"
ulmBookFiremansAlmanacCompleteDesc,"Sprint longer and have [decea3]+50[-] carry capacity in the Wasteland or Burnt Biome"
ulmBookNightStalker1Desc,"[decea3]10%[-] increased sneak damage at night"
ulmBookNightStalker2Desc,"[decea3]5%[-] increased sneaking effectiveness at night"
ulmBookNightStalker3Desc,"Knives and Swords deal [decea3]10%[-] increased Entity Damage at night"
ulmBookNightStalker4Desc,"[decea3]+50[-] Carry Capacity at night"
ulmBookNightStalker5Desc,"Bows and Crossbows deal [decea3]10%[-] increased Entity Damage at night"
ulmBookNightStalker6Desc,"[decea3]5%[-] increased experience gain from kills at night"
ulmBookNightStalker7Desc,"Knives deal additional [decea3]50%[-] sneak damage to sleeping enemies at night"
ulmBookLuckyLooter1Desc,"[decea3]20%[-] increased amount of found Dukes in loot"
ulmBookLuckyLooter2Desc,"[decea3]20%[-] increased amount of found Ammo in loot"
ulmBookLuckyLooter3Desc,"[decea3]20%[-] increased amount of found Brass resource items in loot"
ulmBookLuckyLooter4Desc,"[decea3]20%[-] increased amount of found Lead resource items in loot"
ulmBookLuckyLooter5Desc,"[decea3]20%[-] increased amount of found Junk items in loot"
ulmBookLuckyLooter6Desc,"[decea3]20%[-] increased amount of found Food items in loot"
ulmBookLuckyLooter7Desc,"[decea3]20%[-] increased amount of found Medical items in loot"
ulmBookLuckyLooterCompleteDesc,"[decea3]20%[-] higher chance for enemies to drop loot"
ulmBookEnforcer1Desc,"[decea3]+10%[-] Entity Damage with .44 caliber weapons"
ulmBookEnforcer2Desc,"[decea3]5%[-] less damage taken when wearing the Enforcer Outfit"
ulmBookEnforcer3Desc,"Last shot in the chamber does double damage with .44 caliber weapons"
ulmBookEnforcer4Desc,"[decea3]5%[-] better bartering when selling or buying items with a .44 caliber weapon drawn"
ulmBookEnforcer5Desc,".44 caliber AP ammo deal [decea3]+10%[-] additional Entity Damage"
ulmBookEnforcer6Desc,".44 caliber HP ammo deal [decea3]+10%[-] additional Entity Damage"
ulmBookEnforcer7Desc,"Sprinting with a .44 caliber weapon in hand while in combat uses [decea3]20%[-] less stamina"
ulmBookEnforcerCompleteDesc,"All shots with .44 caliber ammo penetrate enemies"
ulmBookBatterUp1Desc,"[decea3]+10%[-] Club weapon Entity Damage"
ulmBookBatterUp2Desc,"Use [decea3]20%[-] less stamina while sprinting with a Club weapon drawn in combat"
ulmBookBatterUp3Desc,"Power attacks to the legs slow down enemies"
ulmBookBatterUp4Desc,"[decea3]5%[-] chance to knockdown enemies with Power attacks when using Club weapons"
ulmBookBatterUp5Desc,"Club weapon condition degrades [decea3]20%[-] slower when used"
ulmBookBatterUp6Desc,"Power attacks with Club weapons have a [decea3]10%[-] chance to ragdoll enemies"
ulmBookBatterUp7Desc,"[decea3]5%[-] additional chance to knock down enemies when using [decea3]Metal Chain Mod[-] on Club weapons"
ulmBookBatterUpCompleteDesc,"Power attacks that kill your enemy restore [decea3]25[-] stamina"
ulmBookSledgeSaga1Desc,"Sledgehammers have a [decea3]10%[-] chance to knockdown opponents"
ulmBookSledgeSaga2Desc,"Sledgehammers degrade [decea3]20%[-] slower"
ulmBookSledgeSaga3Desc,"Kills with Sledgehammers weaken nearby enemies for [decea3]10[-] seconds, reducing their damage dealt by [decea3]20%[-] and speed by [decea3]50%[-]"
ulmBookSledgeSaga4Desc,"Sledgehammers deal [decea3]20%[-] additional damage to enemies below [decea3]30%[-] health"
ulmBookSledgeSaga5Desc,"Sledgehammer headshot kills give [decea3]20%[-] additional experience"
ulmBookSledgeSaga6Desc,"Sledgehammers have [decea3]10%[-] chance to knock down enemies unconscious"
ulmBookSledgeSaga7Desc,"Sledgehammer power attacks bypass [decea3]25%[-] armor"
ulmBookSledgeSagaCompleteDesc,"Sledgehammer power attack kills restore [decea3]40[-] stamina"
ulmBookGreatHeist1Desc,"[decea3]10%[-] increased damage to safes"
ulmBookGreatHeist2Desc,"[decea3]20%[-] increased amount of found Diamonds and Silver or Gold Nuggets in loot"
ulmBookGreatHeist3Desc,"[decea3]10%[-] increased amount of found Dukes or Old Cash in loot"
ulmBookGreatHeist4Desc,"Deal [decea3]20%[-] more damage to land claimed property"
ulmBookGreatHeist5Desc,"You can fall up to [decea3]15[-] meters without taking damage while carrying [decea3]5000[-] Dukes or more"
ulmBookGreatHeist6Desc,"Use no stamina while sneak sprinting"
ulmBookGreatHeist7Desc,"Sneak past motion detection devices"
ulmBookGreatHeistCompleteDesc,"[decea3]+25 to Lockpicking[-]. Increase [decea3]Bobby Pin[-] and [decea3]Lockpick[-] durability by [decea3]25%[-]"
ulmBookWasteTreasures1Desc,"Adds [decea3]5%[-] chance to harvest Honey from trees"
ulmBookWasteTreasures2Desc,"Harvesting Coffins has [decea3]5%[-] chance for finding Bones, Diamonds, Silver or Gold Nuggets"
ulmBookWasteTreasures3Desc,"Adds a chance to harvest Acid from vehicles or medical equipment"
ulmBookWasteTreasures4Desc,"Mineral Water is more effective at quenching thirst"
ulmBookWasteTreasures5Desc,"Harvest Brass from most doors"
ulmBookWasteTreasures6Desc,"Crafting cloth requires [decea3]25%[-] less cotton"
ulmBookWasteTreasures7Desc,"Harvest more Lead and Brass from sinks"
ulmBookWasteTreasuresCompleteDesc,"[decea3]10%[-] increased amount of found Dukes or Old Cash in loot"
ulmBookHuntingJournal1Desc,"[decea3]10%[-] increased damage to Bears"
ulmBookHuntingJournal2Desc,"[decea3]10%[-] increased damage to Wolves, Dire Wolves and Coyotes"
ulmBookHuntingJournal3Desc,"[decea3]10%[-] increased damage to Scorpions"
ulmBookHuntingJournal4Desc,"[decea3]10%[-] increased damage to Mountain Lions"
ulmBookHuntingJournal5Desc,"[decea3]10%[-] increased damage to Deers and Boars"
ulmBookHuntingJournal6Desc,"[decea3]10%[-] increased damage to Zombie Dogs and Vultures"
ulmBookHuntingJournal7Desc,"[decea3]10%[-] increased damage to Humans and Zombies"
ulmBookHuntingJournalCompleteDesc,"Harvest [decea3]20%[-] more resources while butchering corpses like Bones, Meat, Hides etc"
ulmBookArtOfMining1Desc,"Adds a small chance to mine rare gems while mining ore"
ulmBookArtOfMining2Desc,"[decea3]+10%[-] Mining Tool Entity Damage"
ulmBookArtOfMining3Desc,"[decea3]+20%[-] Ore harvested when under influence of coffee"
ulmBookArtOfMining4Desc,"Coffee effect lasts twice as long"
ulmBookArtOfMining5Desc,"You can craft a Mining Backpack, that makes Clay, Sand, Stone and Ore weigh less while carrying it in backpack's inventory"
ulmBookArtOfMining6Desc,"[decea3]-50%[-] damage from collapsing mines"
ulmBookArtOfMining7Desc,"[decea3]+10%[-] Mining Tool Block Damage"
ulmBookArtOfMiningCompleteDesc,"[decea3]+20%[-] Ore harvested using Mining Tools"
ulmBookRangers1Desc,"Can retrieve [decea3]25%[-] more Arrows/Bolts"
ulmBookRangers2Desc,"Exploding Arrows/Bolts deal [decea3]10%[-] additional Entity Damage"
ulmBookRangers3Desc,"Leg shots with Bow/Crossbow slow down your opponent"
ulmBookRangers4Desc,"Steel Arrows/Bolts deal [decea3]10%[-] additional Entity Damage"
ulmBookRangers5Desc,"Flaming Arrows/Bolts deal [decea3]10%[-] additional Entity Damage"
ulmBookRangers6Desc,"Bows/Crossbows degrade [decea3]20%[-] slower"
